"","sim","N_actual","n_captured","pa_detects","tau","nsites","ntraps","N_mean","N_mean_sd","N_bias","N_sd","sd_bias","N_naive_se","credible_proportion"
"543",542,150,147.84,77.98,0.45,16,4,148.229912444444,3.72525978297898,-0.0118005837037039,0.57950504463966,-0.844439024819835,0.00273181297864345,0.74
"544",543,150,149.34,78.04,0.45,16,5,149.503537333333,0.974744069280937,-0.00330975111111134,0.369159451408901,-0.621275509086988,0.00174023434286893,0.86
"545",544,150,143.92,114.06,0.45,25,3,144.568364444444,7.99349733390402,-0.0362109037037037,0.78494075700351,-0.901802587251237,0.0037002462140459,0.5
"546",545,150,148.08,114.2,0.45,25,4,148.425524,3.14178860024171,-0.0104965066666665,0.529612893151229,-0.831429494298094,0.00249661912100707,0.76
"547",546,150,149.18,113.8,0.45,25,5,149.383408444444,1.21386776956687,-0.00411061037037093,0.423410765473027,-0.651188724102868,0.00199597748995576,0.9
"548",547,150,144.92,148.72,0.45,36,3,145.587293777778,5.32032373168518,-0.0294180414814815,0.789598067972851,-0.851588341651016,0.00372220098850267,0.48
"549",548,150,147.28,146.9,0.45,36,4,147.670811555556,3.83274949885221,-0.0155279229629631,0.585896544915761,-0.847134140884705,0.00276194279989135,0.66
"550",549,150,149.08,146,0.45,36,5,149.278741777778,1.7333777748352,-0.00480838814814813,0.393366059347721,-0.773063861174106,0.00185434538702269,0.84
"551",550,150,147.76,77.42,0.5,16,3,148.253139555556,2.67473088278798,-0.0116457362962963,0.658995141031481,-0.753621889487221,0.00310653288661564,0.76
"552",551,150,149.48,77.32,0.5,16,4,149.689988888889,1.07553919595752,-0.00206674074074093,0.402580352024679,-0.625694392600657,0.00189778197926078,0.92
"553",552,150,149.82,77.78,0.5,16,5,149.927547555556,0.424999666788313,-0.000483016296295989,0.278786766676894,-0.344030622932807,0.00131421342148203,1
"554",553,150,147.96,111.02,0.5,25,3,148.398595111111,2.65093127984235,-0.0106760325925927,0.617038611443663,-0.767237040003407,0.00290874790937164,0.74
"555",554,150,148.5,111.8,0.5,25,4,148.843490222222,2.45767814938087,-0.00771006518518562,0.524964570653604,-0.786398161701583,0.00247470671861232,0.82
"556",555,150,149.72,111.14,0.5,25,5,149.851978666667,0.574278160206516,-0.000986808888888807,0.292534745867938,-0.490604438513317,0.00137902201690601,0.98
"557",556,150,147.26,139.36,0.5,36,3,147.713237777778,3.12681299140831,-0.0152450814814815,0.631537803144774,-0.798025080207841,0.00297709775452883,0.66
"558",557,150,149.12,140.32,0.5,36,4,149.334436888889,1.84620162396577,-0.00443708740740733,0.393906825026093,-0.786639324810064,0.00185689458087742,0.84
"559",558,150,149.24,142.06,0.5,36,5,149.405715555556,1.98831927756807,-0.00396189629629667,0.348982733870361,-0.82448355361861,0.00164512038424502,0.94
"560",559,150,149,76.3,0.55,16,3,149.336508444444,1.57675873843041,-0.00442327703703761,0.526498348647457,-0.666088199916011,0.00248193701741424,0.9
"561",560,150,149.94,76.66,0.55,16,4,150.030446666667,0.258819128816187,0.000202977777778009,0.263756453561397,0.0190763517665499,0.00124335984596652,0.98
"562",561,150,149.98,76.54,0.55,16,5,150.055609333333,0.152085459995911,0.000370728888888918,0.224809085656482,0.478176057477984,0.00105976019293364,1
"563",562,150,149.08,108.32,0.55,25,3,149.355734666667,1.40905817698223,-0.00429510222222173,0.463043351680366,-0.67138095555993,0.00218280729304356,0.94
"564",563,150,149.88,107.54,0.55,25,4,149.970718666667,0.428064246057216,-0.000195208888888521,0.252976143293257,-0.409022954793932,0.00119254097600721,0.98
"565",564,150,149.92,108.56,0.55,25,5,149.963830222222,0.328975192475075,-0.000241131851852011,0.173691377272068,-0.472022872103866,0.000818789004684734,0.98
"566",565,150,148.74,134.1,0.55,36,3,149.061118222222,2.29631681221024,-0.00625921185185212,0.498620245269028,-0.782860865444303,0.00235051837777753,0.78
"567",566,150,149.7,133.4,0.55,36,4,149.850789333333,0.680019862873465,-0.000994737777777861,0.326649151092129,-0.519647632479655,0.00153983886537383,0.98
"568",567,150,149.92,135.3,0.55,36,5,149.978304444444,0.385545324473602,-0.00014463703703694,0.176115146537419,-0.543205077696443,0.000830214762575142,0.98
"569",568,175,62.82,79.92,0.15,16,3,64.6359333333333,12.1864173362648,-0.63065180952381,1.45575697744343,-0.880542661778755,0.00686250420339922,0
"570",569,175,78.16,79.94,0.15,16,4,79.9695088888889,13.3146523321509,-0.543031377777778,1.44082873186993,-0.891786229491643,0.00679213177889096,0
"571",570,175,90.22,79.96,0.15,16,5,91.9795497777778,16.9156637627204,-0.474402572698413,1.4078067450056,-0.916774962853766,0.00663646463995749,0
"572",571,175,63.52,124.22,0.15,25,3,65.4073448888889,12.8189524199192,-0.626243743492063,1.48149797698093,-0.884429091516179,0.00698384843891579,0
"573",572,175,80.58,124.2,0.15,25,4,82.4667444444444,11.6023172928739,-0.52876146031746,1.47136618782374,-0.87318342097682,0.00693608672679178,0
"574",573,175,92.32,124.28,0.15,25,5,94.190244,13.5068500585457,-0.461770034285714,1.45515931854782,-0.892265086808515,0.00685968681234642,0
"575",574,175,65.5,174.58,0.15,36,3,67.3375293333333,10.7758028841964,-0.615214118095238,1.45773510577102,-0.86472143918771,0.00687182918976253,0
"576",575,175,78.5,174.86,0.15,36,4,80.3822417777778,15.503924507742,-0.540672904126984,1.46894915906661,-0.905253075869075,0.00692469274396185,0
"577",576,175,92.82,174.26,0.15,36,5,94.7821511111111,14.8803285729598,-0.458387707936508,1.4896798155969,-0.899889319762474,0.00702241799603531,0
"578",577,175,92.96,79.96,0.2,16,3,94.8853675555556,16.5829223947323,-0.45779789968254,1.47616118002368,-0.910983049616599,0.00695869053679386,0
"579",578,175,114.98,79.96,0.2,16,4,116.735604,14.2861376723953,-0.332939405714286,1.39318153621468,-0.902480182666398,0.00656752074454197,0
"580",579,175,128.56,79.84,0.2,16,5,130.241260444444,15.9232270789267,-0.255764226031746,1.35646457277757,-0.914812206969481,0.00639443531900223,0
"581",580,175,95.18,123.64,0.2,25,3,97.037036,16.5985741494165,-0.445502651428571,1.4485420321886,-0.912730935853335,0.00682849262529535,0
"582",581,175,116.78,123.52,0.2,25,4,118.636920888889,13.5294037551724,-0.322074737777778,1.43337901871831,-0.894054531547977,0.00675701349430823,0
"583",582,175,128.8,123.56,0.2,25,5,130.395770666667,11.272736062701,-0.254881310476191,1.32354560315658,-0.88258878804624,0.00623925380801105,0
"584",583,175,96.76,172.52,0.2,36,3,98.5834235555555,15.6921011821906,-0.436666151111111,1.42638203117882,-0.90910190964116,0.00672402937872789,0
"585",584,175,115.4,172.78,0.2,36,4,117.075969777778,16.7284432988511,-0.330994458412699,1.36336563675282,-0.918500148974026,0.00642696724656421,0
"586",585,175,128.98,172.56,0.2,36,5,130.581892444444,14.062131208822,-0.253817757460317,1.31897263851059,-0.906203930334321,0.00621769664593568,0
"587",586,175,125.1,79.78,0.25,16,3,126.863906222222,17.0838117882295,-0.275063393015873,1.39813542165412,-0.918160218633559,0.00659087358445826,0
"588",587,175,134.9,79.86,0.25,16,4,136.406997333333,17.5796199218756,-0.220531443809524,1.28150170749419,-0.927102991237056,0.00604105698314187,0
"589",588,175,147.4,79.84,0.25,16,5,148.623939111111,15.4506287352514,-0.150720347936508,1.13978539351503,-0.926230484658883,0.0053729998723457,0
"590",589,175,120.76,122.94,0.25,25,3,122.537822666667,16.8258467950862,-0.299783870476191,1.40002067525824,-0.916793449250525,0.00659976075517647,0
"591",590,175,141.46,122.88,0.25,25,4,142.912116888889,15.2932685335378,-0.183359332063492,1.25796098112196,-0.917744138320512,0.00593008493479613,0
"592",591,175,151.06,122.74,0.25,25,5,152.244118666667,10.9011008793031,-0.130033607619048,1.12888003534205,-0.896443483292101,0.00532159152090981,0
"593",592,175,119.5,170.3,0.25,36,3,121.216173333333,18.838526477455,-0.307336152380952,1.38235991361154,-0.926620592366082,0.00651650712636779,0
"594",593,175,137.98,170.26,0.25,36,4,139.439728444444,15.3391154832224,-0.203201551746032,1.26624936024108,-0.917449649451686,0.00596915672866398,0
"595",594,175,150.38,170.3,0.25,36,5,151.707237333333,11.4415693689149,-0.133101500952381,1.19084907778416,-0.895919078984084,0.00561371638847282,0
"596",595,175,141.1,79.64,0.3,16,3,142.491902666667,17.8685076425405,-0.185760556190476,1.22833031186332,-0.931257252343841,0.00579040462037025,0
"597",596,175,152.26,79.78,0.3,16,4,153.408719111111,15.354891823885,-0.123378747936508,1.1072370908517,-0.927890270830215,0.00521956570215,0
"598",597,175,159.56,79.78,0.3,16,5,160.450832,12.5960608932934,-0.0831381028571428,0.963221565787749,-0.923529937339331,0.00454067000635761,0.06
"599",598,175,140.22,122,0.3,25,3,141.703365333333,15.3415406888502,-0.190266483809524,1.27396763990129,-0.916959602315094,0.00600554104790948,0
"600",599,175,151.06,122.1,0.3,25,4,152.313458666667,13.9597319614457,-0.129637379047619,1.1569746286278,-0.917120569949111,0.00545403070375667,0.04
"601",600,175,159.82,122.42,0.3,25,5,160.771380444444,10.4807940727224,-0.0813063974603174,1.00169680631256,-0.904425485381913,0.00472204402957681,0.08
"602",601,175,140.48,166.52,0.3,36,3,141.930584444444,19.7070628222952,-0.188968088888889,1.25817862154636,-0.936155954193085,0.00593111090159585,0
"603",602,175,152.7,168.12,0.3,36,4,153.870922666667,13.6251485357925,-0.120737584761905,1.12213471508184,-0.917642386640112,0.00528979377626136,0
"604",603,175,159.84,167.16,0.3,36,5,160.848375111111,11.1678680347376,-0.0808664279365078,1.03169786894849,-0.907619084883578,0.00486347039512793,0.1
"605",604,175,148.8,79.64,0.35,16,3,150.001517777778,21.0758533493931,-0.14284846984127,1.12430727577705,-0.946654246585492,0.0053000353255955,0.02
"606",605,175,164.081632653061,79.6530612244898,0.35,16,4,164.956386394558,8.951935732087,-0.0573920777453841,0.94705348386666,-0.894206849533998,0.0044644529372564,0.18
"607",606,175,169.78,79.74,0.35,16,5,170.370722222222,6.21751557743127,-0.0264530158730154,0.763217479416957,-0.877247194653226,0.0035978417014389,0.46
"608",607,175,153.52,120.9,0.35,25,3,154.738058222222,15.3521711947576,-0.115782524444444,1.12832510602648,-0.926503874161345,0.00531897555902903,0.04
"609",608,175,163.5,121,0.35,25,4,164.364869444444,10.0116403019487,-0.0607721746031749,0.940040200716064,-0.906105276222011,0.00443139200342862,0.18
"610",609,175,169.632653061224,121.326530612245,0.35,25,5,170.244496145125,4.82434431881777,-0.0271743077421444,0.778598981644095,-0.838610403779203,0.0036703507983032,0.38
"611",610,175,154.72,163.24,0.35,36,3,155.909945777778,11.8675998357099,-0.109086024126984,1.12054211945242,-0.905579718311644,0.00528228620846633,0.02
"612",611,175,163.24,164.26,0.35,36,4,164.062557777778,11.0614861813552,-0.0624996698412698,0.901181165644792,-0.918529829457836,0.00424820875536687,0.22
"613",612,175,167.24,164.68,0.35,36,5,167.920296,8.24672597190914,-0.0404554514285714,0.802420939267827,-0.902698241459566,0.0037826485834824,0.32
"614",613,175,164.6875,79.2916666666667,0.4,16,3,165.585888425926,10.5695083125765,-0.0537949232804233,0.947295965434391,-0.91037464209123,0.00446559600632877,0.18
"615",614,175,169.163265306122,79.2448979591837,0.4,16,4,169.751718820862,6.35903574160218,-0.029990178166505,0.741613262713903,-0.88337645944304,0.00349599844721921,0.34
"616",615,175,172.375,79.4375,0.4,16,5,172.7643625,3.57986357705229,-0.0127750714285718,0.579264900388023,-0.838187995737816,0.00273068092778481,0.64
"617",616,175,165.74,119.44,0.4,25,3,166.569749333333,10.5710624197861,-0.0481728609523808,0.913493243491539,-0.91358548391676,0.00430624844693974,0.26
"618",617,175,169.48,119.6,0.4,25,4,170.080568444445,7.11716323601301,-0.0281110374603169,0.762644960647286,-0.892844250531127,0.00359514282207629,0.42
"619",618,175,172.65306122449,119.775510204082,0.4,25,5,173.043936054422,3.84465527998898,-0.0111775082604472,0.588612865386868,-0.846901003465633,0.00277474765739133,0.72
"620",619,175,162.54,159.48,0.4,36,3,163.530521777778,11.1290198282156,-0.0655398755555557,1.00619761455277,-0.909587939451618,0.00474326104309328,0.18
"621",620,175,169,160.4,0.4,36,4,169.683183111111,5.08899858544516,-0.0303818107936509,0.802242405447617,-0.842357510622605,0.00378180696698278,0.38
"622",621,175,172.4375,161.604166666667,0.4,36,5,172.838647222222,3.62246354752133,-0.0123505873015876,0.576270269417903,-0.840917579470961,0.00271656410201066,0.66
"623",622,175,168.166666666667,78.9583333333333,0.45,16,3,168.863991203704,8.37877661645784,-0.0350629074074075,0.825995364378169,-0.901418142267246,0.00389377948920304,0.38
"624",623,175,172.897959183673,79.1836734693878,0.45,16,4,173.292346031746,2.70732185341973,-0.00975802267573691,0.588150920205279,-0.78275544909359,0.00277257002692174,0.72
"625",624,175,173.673913043478,79.1086956521739,0.45,16,5,173.924644444444,2.25012509444298,-0.00614488888888907,0.436240837731854,-0.806125962147964,0.00205645903060463,0.82
"626",625,175,168.081632653061,116.938775510204,0.45,25,3,168.80437324263,6.00749650311659,-0.0354035814706836,0.829877587365312,-0.861859663682736,0.00391208046387162,0.28
"627",626,175,172.416666666667,117.875,0.45,25,4,172.839878703704,3.76460539382004,-0.0123435502645504,0.603863570975528,-0.839594457372125,0.0028466401729888,0.64
"628",627,175,174.58,117.52,0.45,25,5,174.782913777778,0.65485138800388,-0.00124049269841256,0.405853566849919,-0.380235616378484,0.00191321206192217,0.98
"629",628,175,168.625,153.791666666667,0.45,36,3,169.361835648148,8.49796269741622,-0.032218082010582,0.820988152680502,-0.903390002767355,0.00387017526689466,0.48
"630",629,175,172.782608695652,154.739130434783,0.45,36,4,173.186909178744,2.37165860433213,-0.0103605189786056,0.595865404664718,-0.748755827008029,0.00280893645541926,0.58
"631",630,175,173.8125,155.25,0.45,36,5,174.022697222222,2.21399614622768,-0.005584587301587,0.382732636751105,-0.82713039613767,0.00180421895218743,0.8
"632",631,175,172.104166666667,78.3958333333333,0.5,16,3,172.599108796296,3.18583835124727,-0.0137193783068783,0.678242342463357,-0.787107107239819,0.00319726506429126,0.64
"633",632,175,174.454545454545,78.75,0.5,16,4,174.626983838384,1.03063619271347,-0.00213152092352052,0.357875916228892,-0.652762130071647,0.00168704324792532,0.78
"634",633,175,174.897959183673,78.6122448979592,0.5,16,5,174.984692063492,0.292574610722645,-0.0000874739229028548,0.252524795875351,-0.136887526735055,0.00119041330387473,0.98
"635",634,175,172.304347826087,114.847826086957,0.5,25,3,172.764899516908,4.01484766444604,-0.0127720027605244,0.637266679562151,-0.841272513224962,0.00300410393695088,0.68
"636",635,175,174.32,115.92,0.5,25,4,174.545438666667,1.13773819164598,-0.00259749333333314,0.425182753422468,-0.626291218362505,0.0020043307212573,0.94
"637",636,175,174.673469387755,115.448979591837,0.5,25,5,174.791160997732,0.76448234942536,-0.00119336572724339,0.286274864453729,-0.625531100006541,0.00134951265292328,0.92
"638",637,175,172.239130434783,150.608695652174,0.5,36,3,172.756007246377,3.28614174980385,-0.0128228157349894,0.673169653844733,-0.795148929931305,0.00317335218081741,0.62
"639",638,175,173.72,148.92,0.5,36,4,173.988155555556,3.1220271520312,-0.00578196825396836,0.464452366715881,-0.851233719599874,0.0021894494536196,0.86
"640",639,175,174.765957446808,150.297872340426,0.5,36,5,174.86298392435,0.637179129713939,-0.000782949003715387,0.265333420208276,-0.583581118974507,0.00125079373803128,0.9
"641",640,175,173.395833333333,77.625,0.55,16,3,173.715345833333,2.06770048061088,-0.00734088095238119,0.514463904760085,-0.751190315239424,0.00242520610487711,0.8
"642",641,175,174.612244897959,77.734693877551,0.55,16,4,174.754395011338,0.814197572524179,-0.00140345707806903,0.29899295424857,-0.632775920319154,0.00140946630317442,0.94
"643",642,175,174.836734693878,77.8571428571429,0.55,16,5,174.914729705215,0.437636753003147,-0.000487258827340293,0.209244127720015,-0.521877158890012,0.000986386277561911,0.96
"644",643,175,173.836734693878,112.428571428571,0.55,25,3,174.115913378685,1.75227952710056,-0.00505192355037248,0.467657963054061,-0.733114519789044,0.0022045607796761,0.84
"645",644,175,174.734693877551,112.69387755102,0.55,25,4,174.872689342404,0.681040215911673,-0.000727489471979712,0.31594215380203,-0.536088844064671,0.00148936559610733,0.96
"646",645,175,174.857142857143,113.285714285714,0.55,25,5,174.939671201814,0.465415716423658,-0.000344735989633929,0.222213615799153,-0.522548104935769,0.00104752503069042,0.96
"647",646,175,173.163265306122,144.857142857143,0.55,36,3,173.497970068027,2.83767440605595,-0.00858302818270181,0.517037224365976,-0.817795437255749,0.00243733684983368,0.72
"648",647,175,174.58,143.4,0.55,36,4,174.745773333333,1.11606333019991,-0.00145272380952422,0.34164385679356,-0.693884883098556,0.00161052458592968,0.96
"649",648,175,174.9375,143.041666666667,0.55,36,5,175.004585648148,0.239041708731055,0.0000262037037040502,0.212215004357879,-0.112226040031194,0.00100039112433992,0.94
"650",649,200,74.26,79.98,0.15,16,3,76.2616302222222,14.4611735457262,-0.618691848888889,1.51988875844895,-0.89489865717723,0.00716482431832302,0
"651",650,200,93.14,79.98,0.15,16,4,95.0907382222222,10.4408433237766,-0.524546308888889,1.48524546520951,-0.857746599661427,0.00700151426784144,0
"652",651,200,106.14,80,0.15,16,5,108.117704444444,15.3770673360298,-0.459411477777778,1.48732414447626,-0.903276475808146,0.00701131325587761,0
"653",652,200,75,124.56,0.15,25,3,76.878028,17.392988257734,-0.61560986,1.47013063518181,-0.915475672529814,0.00693026227578098,0
"654",653,200,92.94,124.44,0.15,25,4,95.0180017777778,14.6706051131117,-0.524909991111111,1.53233801870184,-0.895550455697814,0.00722351069396019,0
"655",654,200,105.46,124.5,0.15,25,5,107.506318222222,15.9331557633128,-0.462468408888889,1.51743691668139,-0.904762312047724,0.00715326622538812,0
"656",655,200,69.48,176.32,0.15,36,3,71.3289822222222,12.0861175184853,-0.643355088888889,1.46234114557585,-0.87900654256098,0.00689354226963193,0
"657",656,200,89.7,176.52,0.15,36,4,91.6288293333334,15.0698503576384,-0.541855853333333,1.47753797804381,-0.901954037831909,0.00696518082490293,0
"658",657,200,106.44,176.48,0.15,36,5,108.301515555556,17.7168205708397,-0.458492422222222,1.44179856967942,-0.91861979050279,0.0067967036381692,0
"659",658,200,108.56,79.94,0.2,16,3,110.571500888889,18.2723299195643,-0.447142495555556,1.50496053218582,-0.917637184813829,0.0070944519848447,0
"660",659,200,127.68,79.94,0.2,16,4,129.562127111111,18.9966514749519,-0.352189364444444,1.44550525183638,-0.923907365793264,0.00681417710542846,0
"661",660,200,141.58,79.98,0.2,16,5,143.332700444444,20.0133553637848,-0.283336497777777,1.389356455771,-0.930578534657656,0.00654948914240653,0
"662",661,200,112.44,124.24,0.2,25,3,114.454754666667,18.4176108034865,-0.427726226666667,1.50192027194753,-0.918451948628254,0.00708012006063761,0
"663",662,200,128.18,124.42,0.2,25,4,129.995558222222,16.2627546901185,-0.350022208888889,1.41288398813716,-0.913121484332808,0.0066603989936112,0
"664",663,200,144.76,124.2,0.2,25,5,146.444352,15.5489341177432,-0.26777824,1.36090445011668,-0.912476029558597,0.00641536510149636,0
"665",664,200,110.4,175.12,0.2,36,3,112.455004888889,17.2040878661834,-0.437724975555556,1.51369034590317,-0.912015658273956,0.00713560472136494,0
"666",665,200,128.4,174.78,0.2,36,4,130.204896,18.2199005433823,-0.348975519999999,1.41274771938299,-0.922461282594865,0.00665975661654362,0
"667",666,200,139.166666666667,175.354166666667,0.2,36,5,140.908910185185,15.9474026074492,-0.295455449074074,1.38169212301177,-0.913359425542667,0.00651335913129108,0
"668",667,200,136.92,79.9,0.25,16,3,138.836357333333,21.8096400551713,-0.305818213333333,1.45544971980489,-0.933265761556675,0.00686105577700064,0
"669",668,200,154.260869565217,79.8913043478261,0.25,16,4,155.860509178744,20.4819808992901,-0.22069745410628,1.31752117258213,-0.935674133324293,0.00621085436993116,0
"670",669,200,166.142857142857,79.9285714285714,0.25,16,5,167.64886031746,14.133327989667,-0.161755698412698,1.27453624164815,-0.909820514844064,0.0060082214622495,0
"671",670,200,137.69387755102,123.836734693878,0.25,25,3,139.543363265306,21.7946104731639,-0.302283183673469,1.42899065153702,-0.934433760433729,0.00673632653302671,0
"672",671,200,155.446808510638,124.170212765957,0.25,25,4,157.045157446809,18.6643589821647,-0.214774212765957,1.3222504217159,-0.929156397871504,0.00623314826414723,0
"673",672,200,166.578947368421,123.842105263158,0.25,25,5,167.964505263158,11.2237904073104,-0.160177473684211,1.21659659024668,-0.891605549810135,0.0057350913262124,0
"674",673,200,133.72,172.82,0.25,36,3,135.558302666667,21.9338446196245,-0.322208486666666,1.42296227498807,-0.93512481283309,0.00670790849344469,0
"675",674,200,153.918367346939,173.020408163265,0.25,36,4,155.55997324263,19.9873095495745,-0.222200133786848,1.32783972631773,-0.933565859725928,0.00625949649872105,0
"676",675,200,163.711111111111,172.777777777778,0.25,36,5,165.071876049383,15.9477941191745,-0.174640619753086,1.2048955281147,-0.924447511730415,0.00567993199034165,0
"677",676,200,161.148936170213,79.8297872340426,0.3,16,3,162.649966903073,17.4771698119239,-0.186750165484634,1.27395248845389,-0.927107620846899,0.00600546962330149,0
"678",677,200,171.125,79.8125,0.3,16,4,172.546538194444,11.6963989194164,-0.137267309027778,1.23936847823009,-0.89403845689867,0.00584243903563566,0
"679",678,200,175.045454545455,79.9545454545455,0.3,16,5,176.268719191919,12.2473466468149,-0.118656404040404,1.14739137590551,-0.906315105712802,0.00540885481718501,0
"680",679,200,156.833333333333,123.416666666667,0.3,25,3,158.396628703704,19.126495219237,-0.208016856481482,1.3027135742881,-0.931889582521221,0.00614105068215252,0
"681",680,200,165.918918918919,123.108108108108,0.3,25,4,167.273096096096,13.588609797771,-0.16363451951952,1.20274336881171,-0.911488858189967,0.00566978661409274,0
"682",681,200,174.65,123.25,0.3,25,5,175.764907777778,11.568625358413,-0.121175461111111,1.08700670578174,-0.906038386402474,0.00512419875235677,0
"683",682,200,160.854166666667,171.0625,0.3,36,3,162.473176851852,21.8603657694382,-0.187634115740741,1.32673782201205,-0.939308525941186,0.00625430207200926,0
"684",683,200,168.875,170.3125,0.3,36,4,170.278713888889,14.6316323303292,-0.148606430555555,1.22837176668524,-0.916046840232651,0.00579060004027486,0
"685",684,200,176.266666666667,172.133333333333,0.3,36,5,177.390974814815,8.26793478233831,-0.113045125925926,1.09079350564438,-0.868069411000375,0.00514204989810259,0
"686",685,200,168.055555555556,79.7222222222222,0.35,16,3,169.538858641975,17.3759209291613,-0.152305706790124,1.25283016372541,-0.927898488440815,0.00590589802963525,0
"687",686,200,177.157894736842,79.6842105263158,0.35,16,4,178.535515789474,11.3713244045834,-0.107322421052632,1.21400889779793,-0.893239445590999,0.00572289282702481,0
"688",687,200,177.714285714286,79.5714285714286,0.35,16,5,178.965215873016,5.02261510788228,-0.105173920634921,1.16999750449437,-0.767054118349976,0.00551542112932871,0
"689",688,200,166.344827586207,122.344827586207,0.35,25,3,167.913727203065,12.4750053402044,-0.160431363984674,1.3030224302304,-0.895549348902399,0.00614250664302727,0
"690",689,200,172.6,122.4,0.35,25,4,173.912758518519,10.9088739201392,-0.130436207407407,1.19412670243711,-0.890536208303535,0.00562916725926143,0
"691",690,200,173.6,123,0.35,25,5,175.008275555556,11.822879299499,-0.124958622222221,1.20159083948298,-0.898367325839663,0.00566435353873367,0
"692",691,200,167.969696969697,168.515151515152,0.35,36,3,169.377403367003,14.167993381078,-0.153112983164983,1.22247248260061,-0.913715905300091,0.00576279054840564,0
"693",692,200,174.277777777778,167.722222222222,0.35,36,4,175.597116049383,11.3323756197797,-0.122014419753086,1.18673184457389,-0.895279517341223,0.0055943075649881,0
"694",693,200,172.333333333333,167,0.35,36,5,173.600669135802,12.4266443655142,-0.131996654320988,1.17065744274335,-0.905794564621798,0.00551853210806881,0
"695",694,200,176.608695652174,79.7826086956522,0.4,16,3,178.008624154589,11.6723392107482,-0.109956879227053,1.22241673927702,-0.895272342826416,0.00576252777185818,0
"696",695,200,177.888888888889,79.8888888888889,0.4,16,4,179.218654320988,10.1037887616178,-0.103906728395062,1.18870956553152,-0.88235011701282,0.00560363063099102,0
"697",696,200,188,80,0.4,16,5,189.569355555556,NA,-0.05215322222222,1.33772053888821,NA,0.00630607509586917,0
"698",697,200,178.357142857143,121,0.4,25,3,179.606328571429,12.6505248966775,-0.101968357142857,1.15217105391812,-0.908923063404213,0.0054313864354157,0
"699",698,200,178.75,121.375,0.4,25,4,180.206747222222,6.69965213153564,-0.0989662638888887,1.25684458854156,-0.812401515203227,0.00592482220970234,0
"700",699,200,181,120,0.4,25,5,182.296866666667,NA,-0.088515666666665,1.17411467114835,NA,0.00553482963906408,0
"701",700,200,171.578947368421,164.157894736842,0.4,36,3,173.028395321637,11.9689108146723,-0.134858023391813,1.24385946344222,-0.896075801490858,0.0058636097429537,0
"702",701,200,180.454545454545,165.363636363636,0.4,36,4,181.882305050505,7.7723669715954,-0.090588474747475,1.20749833368107,-0.8446421356462,0.00569220173344896,0
"703",702,200,180.5,168,0.4,36,5,181.982733333333,6.7332279052984,-0.090086333333335,1.26826443629273,-0.811640946343918,0.00597865588826883,0
"704",703,200,179.714285714286,79.5714285714286,0.45,16,3,181.300333333333,7.29235402109993,-0.0934983333333343,1.31653122026305,-0.819464165281367,0.00620618768994537,0
"705",704,200,182,79,0.45,16,4,183.384466666667,NA,-0.083077666666665,1.22273679629185,NA,0.00576403653509523,0
"706",706,200,175.2,119.4,0.45,25,3,176.887973333333,11.1439213884499,-0.115560133333333,1.36192407144489,-0.877787717270111,0.0064201716425325,0
"707",707,200,189.333333333333,119,0.45,25,4,189.920059259259,3.24949247595346,-0.0503997037037034,0.767280028663429,-0.763876964067044,0.00361699274224613,0
"708",709,200,175.333333333333,159.666666666667,0.45,36,3,177.597348148148,6.53989752977203,-0.11201325925926,1.58715456506158,-0.757312013248486,0.00748191837164151,0
"709",710,200,183.666666666667,160.666666666667,0.45,36,4,184.968088888889,3.72741250861505,-0.075159555555555,1.20239375234929,-0.677418651793909,0.00566813850628348,0
"710",712,200,191,78,0.5,16,3,191.993844444444,NA,-0.04003077777778,1.03376725927667,NA,0.00487322559468775,0
"711",715,200,178.75,120.5,0.5,25,3,180.207816666667,6.80094224808989,-0.0989609166666663,1.26011925312767,-0.814714019446116,0.00594025912660204,0
"712",718,200,188,159,0.5,36,3,189.0594,NA,-0.0547029999999999,1.07322334434737,NA,0.0050592233634382,0
"713",721,200,184,79.3333333333333,0.55,16,3,185.135177777778,6.59525279422661,-0.0743241111111116,1.09011737574481,-0.834711813215244,0.00513886259118961,0
